City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,constantia,44.1833,28.65,20.38,62,1,2.67,RO,1691037591
1,tiksi,71.6872,128.8694,5.54,89,100,6.28,RU,1691037721
2,edinburgh of the seven seas,-37.0676,-12.3116,13.91,83,96,17.53,SH,1691037721
3,yellowknife,62.456,-114.3525,18.29,59,75,3.09,CA,1691037661
4,port lincoln,-34.7333,135.8667,22.04,43,80,10.4,AU,1691037722
5,bredasdorp,-34.5322,20.0403,10.0,40,80,2.92,ZA,1691037722
6,port-aux-francais,-49.35,70.2167,2.16,99,100,10.95,TF,1691037722
7,adamstown,-25.066,-130.1015,21.44,75,32,9.68,PN,1691037722
8,beaufort west,-32.3567,22.583,10.91,41,27,4.85,ZA,1691037722
9,anna regina,7.2644,-58.5077,26.09,82,3,1.47,GY,1691037723
10,el trebol,-32.2008,-61.7014,15.57,52,2,2.24,AR,1691037723
11,udachny,66.4167,112.4,10.25,66,66,7.33,RU,1691037389
12,lompoc,34.6391,-120.4579,15.01,91,100,7.2,US,1691037391
13,grytviken,-54.2811,-36.5092,-0.48,95,100,1.97,GS,1691037260
14,quellon,-43.1167,-73.6167,4.14,87,100,1.03,CL,1691037724
15,christchurch,-43.5333,172.6333,9.12,78,75,2.06,NZ,1691037724
16,san patricio,28.017,-97.5169,29.92,75,11,5.17,US,1691037724
17,agat village,13.3886,144.6585,31.06,86,75,2.57,GU,1691037725
18,waitangi,-43.9535,-176.5597,7.12,64,100,19.48,NZ,1691037725
19,ngereklmadel,7.4883,134.4856,28.05,78,100,1.54,PW,1691037725
20,klyuchi,52.2667,79.1667,31.43,30,96,3.17,RU,1691037725
21,tsaratanana,-16.7833,47.65,20.41,65,32,6.1,MG,1691037725
22,vila velha,-20.3297,-40.2925,17.19,92,0,0.51,BR,1691037572
23,puerto ayora,-0.7393,-90.3518,24.19,92,31,0.89,EC,1691037726
24,bethel,41.3712,-73.414,20.36,79,0,0.0,US,1691037726
25,badger,64.8,-147.5333,25.95,41,0,3.6,US,1691037726
26,eirunepe,-6.6603,-69.8736,24.6,71,63,0.71,BR,1691037726
27,albany,42.6001,-73.9662,17.23,81,31,0.45,US,1691037727
28,sretensk,52.2453,117.7093,26.54,24,100,5.38,RU,1691037727
29,belyy yar,53.6039,91.3903,26.94,57,0,1.0,RU,1691037727
30,kolonia,50.9333,6.95,17.2,82,93,0.89,DE,1691037436
31,ribeira grande,38.5167,-28.7,23.21,86,100,3.58,PT,1691037727
32,college,64.8569,-147.8028,25.99,40,75,3.6,US,1691037728
33,hadibu,12.65,54.0333,27.37,73,38,13.12,YE,1691037728
34,gorontalo,0.5412,123.0595,32.15,55,27,4.16,ID,1691037469
35,ypsonas,34.6884,32.9574,26.54,74,0,1.03,CY,1691037728
36,tolanaro,-25.0319,46.9987,19.04,77,75,4.12,MG,1691037728
37,gao,16.6362,1.637,31.51,46,61,6.99,ML,1691037729
38,poronaysk,49.2167,143.1167,17.06,79,100,4.7,RU,1691037729
39,blackmans bay,-43.0167,147.3167,17.63,53,100,3.75,AU,1691037729
40,kiunga,-6.1219,141.2906,29.4,61,91,2.14,PG,1691037729
41,tazovsky,67.4667,78.7,18.54,52,7,5.06,RU,1691037729
42,georgetown,5.4112,100.3354,30.97,74,40,4.12,MY,1691037446
43,longyearbyen,78.2186,15.6401,10.91,76,75,2.06,SJ,1691037730
44,merritt,50.1123,-120.7942,15.93,59,55,1.58,CA,1691037730
45,broken hill,-31.95,141.4333,21.65,29,98,7.17,AU,1691037495
46,charlottetown,46.2352,-63.1267,17.29,83,0,3.09,CA,1691037730
47,vallenar,-28.5708,-70.7581,13.35,80,3,0.08,CL,1691037731
48,whitehorse,60.7161,-135.0538,23.34,47,20,1.03,CA,1691037731
49,nova xavantina,-14.6667,-52.35,21.53,39,0,1.02,BR,1691037731
50,gaalkacyo,6.7697,47.4308,26.65,52,88,10.67,SO,1691037731
51,new norfolk,-42.7826,147.0587,18.29,49,99,3.9,AU,1691037731
52,carnarvon,-24.8667,113.6333,18.46,55,24,8.41,AU,1691037732
53,isafjordur,66.0755,-23.124,9.36,89,34,1.31,IS,1691037732
54,yuzhno-kurilsk,44.0306,145.8556,21.69,82,100,5.44,RU,1691037732
55,altai,46.3722,96.2583,19.54,43,3,4.36,MN,1691037732
56,palmer,42.1584,-72.3287,15.92,81,0,0.0,US,1691037731
57,cannonvale,-20.2833,148.7,20.66,74,20,8.09,AU,1691037733
58,dharmapuri,12.1333,78.1667,28.01,45,98,7.6,IN,1691037733
59,invercargill,-46.4,168.35,11.12,88,88,3.58,NZ,1691037733
60,hami,42.8,93.45,36.82,13,0,2.69,CN,1691037733
61,pyapon,16.2833,95.6833,30.44,70,98,7.57,MM,1691037733
62,bam,29.106,58.357,34.96,11,2,8.28,IR,1691037734
63,an nasr,31.2814,34.3025,26.75,65,0,1.74,PS,1691037734
64,as sulayyil,20.4607,45.5779,31.14,14,25,10.56,SA,1691037734
65,swift current,50.2834,-107.8014,22.45,53,0,8.75,CA,1691037734
66,mildura,-34.2,142.15,21.71,39,21,8.2,AU,1691037734
67,el calafate,-50.3408,-72.2768,1.95,88,14,8.0,AR,1691037735
68,mineiros,-17.5694,-52.5511,19.0,40,0,1.87,BR,1691037735
69,ushuaia,-54.8,-68.3,2.81,81,75,3.6,AR,1691037735
70,la'ie,21.6477,-157.9253,28.98,71,3,7.18,US,1691037735
71,kailua-kona,19.6406,-155.9956,24.72,93,32,1.34,US,1691037490
72,walvis bay,-22.9575,14.5053,11.72,93,100,0.51,NA,1691037736
73,san antonio de pale,-1.4014,5.6325,22.11,77,88,2.87,GQ,1691037440
74,jhajjar,28.6063,76.6565,31.06,50,80,4.95,IN,1691037736
75,ende,-8.8432,121.6623,29.48,55,6,1.98,ID,1691037736
76,olonkinbyen,70.9221,-8.7187,6.15,82,100,3.8,SJ,1691037254
77,hirara,24.8,125.2833,25.15,94,75,22.64,JP,1691037513
78,altay,47.8667,88.1167,23.64,50,100,3.97,CN,1691037737
79,avarua,-21.2078,-159.775,24.03,88,100,3.6,CK,1691037267
80,nichinan,31.6,131.3667,31.82,82,93,4.69,JP,1691037737
81,manggar,-2.8833,108.2667,29.44,69,68,6.36,ID,1691037738
82,lebu,-37.6167,-73.65,6.89,74,12,7.63,CL,1691037280
83,ust-nera,64.5667,143.2,20.4,34,68,1.94,RU,1691037517
84,uturoa,-16.7333,-151.4333,26.28,66,8,5.67,PF,1691037269
85,paraparaumu,-40.9167,175.0167,9.36,82,86,5.56,NZ,1691037699
86,crane,31.3974,-102.3501,30.42,30,5,7.41,US,1691037426
87,richards bay,-28.783,32.0377,13.38,82,0,3.7,ZA,1691037739
88,papatowai,-46.5619,169.4708,9.75,83,87,4.75,NZ,1691037292
89,pedernales,18.0384,-71.744,27.76,74,100,0.63,DO,1691037739
90,wailua homesteads,22.0669,-159.378,29.24,78,0,6.69,US,1691037270
91,tilcara,-23.5776,-65.3509,7.92,45,0,1.45,AR,1691037665
92,ostersund,63.1792,14.6357,14.78,100,20,3.09,SE,1691037351
93,bemidji,47.4736,-94.8803,22.73,97,0,0.0,US,1691037740
94,puerto baquerizo moreno,-0.9,-89.6,23.82,79,6,4.65,EC,1691037568
95,saint-francois,46.4154,3.9054,15.69,77,0,2.57,FR,1691037740
96,bilibino,68.0546,166.4372,10.78,94,100,2.51,RU,1691037403
97,flying fish cove,-10.4217,105.6791,23.82,100,100,4.63,CX,1691037362
98,mount airy,36.4993,-80.6073,22.29,72,100,1.54,US,1691037161
99,dalai,45.5,124.3,28.93,73,98,2.73,CN,1691037741
100,pointe-noire,-4.7761,11.8635,18.04,94,40,1.54,CG,1691037741
101,sirte,31.2089,16.5887,25.78,76,0,1.13,LY,1691037742
102,sao joao da barra,-21.6403,-41.0511,19.83,84,0,4.81,BR,1691037604
103,edd,13.9297,41.6925,34.52,51,66,1.24,ER,1691037742
104,jamestown,42.097,-79.2353,19.84,81,75,3.09,US,1691037218
105,mirador,-6.3708,-44.3631,22.88,60,17,2.1,BR,1691037742
106,ilulissat,69.2167,-51.1,8.01,87,100,0.0,GL,1691037311
107,kapuskasing,49.4169,-82.4331,15.0,100,100,1.54,CA,1691037743
108,purranque,-40.9167,-73.1667,-0.4,96,25,1.39,CL,1691037743
109,atafu village,-8.5421,-172.5159,28.37,76,68,5.02,TK,1691037318
110,port isabel,26.0734,-97.2086,30.02,81,0,6.17,US,1691037744
111,inari,68.906,27.0288,21.11,76,86,4.81,FI,1691037745
112,ola,59.5833,151.2833,20.08,75,100,0.93,RU,1691037406
113,samdari,25.8167,72.5833,30.87,60,68,7.62,IN,1691037745
114,harrismith,-28.2728,29.1295,0.95,70,0,1.87,ZA,1691037549
115,luorong,24.4058,109.6086,32.95,61,92,1.63,CN,1691037745
116,amga,60.8953,131.9608,20.26,49,55,1.04,RU,1691037746
117,anaconda,46.1285,-112.9423,21.55,54,100,2.26,US,1691037746
118,la passe,45.5549,-0.8967,16.68,74,42,9.06,FR,1691037566
119,harper,4.375,-7.7169,24.04,85,100,3.85,LR,1691037746
120,laojunmiao,39.8333,97.7333,27.61,21,11,4.2,CN,1691037746
121,xintai,35.9006,117.7519,32.4,62,35,4.07,CN,1691037747
122,mocimboa,-11.3167,40.35,21.41,64,31,6.09,MZ,1691037597
123,ilhabela,-23.7781,-45.3581,20.0,70,0,1.71,BR,1691037747
124,cheremukhovo,60.3484,59.9851,22.86,54,66,2.92,RU,1691037747
125,ankang,32.68,109.0172,33.22,60,23,0.24,CN,1691037747
126,qaqortoq,60.7167,-46.0333,5.49,89,93,2.35,GL,1691037345
127,taishan,22.2514,112.7799,31.73,55,14,1.45,CN,1691037469
128,koungou,-12.7336,45.2042,25.84,78,100,7.72,YT,1691037748
129,sumbawa besar,-8.5,117.4333,32.2,45,11,4.67,ID,1691037748
130,puerto natales,-51.7236,-72.4875,4.12,93,100,7.69,CL,1691037282
131,nemuro,43.3236,145.575,19.05,91,100,5.08,JP,1691037585
132,ayorou,14.7308,0.9174,28.63,63,31,6.48,NE,1691037749
133,hamilton,39.1834,-84.5333,22.71,82,75,2.06,US,1691037749
134,papao,-17.75,-149.55,26.82,64,4,5.06,PF,1691037575
135,sitka,57.0531,-135.33,16.94,77,75,1.54,US,1691037388
136,chinde,26.8418,88.0763,22.9,82,100,2.81,NP,1691037750
137,tete,-16.1564,33.5867,17.05,88,20,1.03,MZ,1691037750
138,kingston,17.997,-76.7936,29.53,84,20,3.09,JM,1691037140
139,timbuktu,16.7735,-3.0074,32.07,44,32,6.42,ML,1691037750
140,hermanus,-34.4187,19.2345,13.78,46,96,4.64,ZA,1691037751
141,hailey,43.5196,-114.3153,15.92,67,0,2.68,US,1691037751
142,tommot,58.9564,126.2925,20.46,51,43,1.88,RU,1691037751
143,praya,14.9215,-23.5087,25.3,83,75,2.06,CV,1691037751
144,hithadhoo,-0.6,73.0833,27.52,73,52,3.35,MV,1691037751
145,antofagasta,-23.65,-70.4,17.6,78,0,0.74,CL,1691037648
146,port mathurin,-19.6833,63.4167,23.49,76,9,5.82,MU,1691037752
147,betio village,1.358,172.9211,31.02,70,73,2.02,KI,1691037752
148,fortuna,40.5982,-124.1573,15.55,92,0,3.09,US,1691037752
149,ataq,14.5377,46.8319,27.0,45,94,3.72,YE,1691037752
150,watton,53.9333,-0.45,15.13,88,75,4.12,GB,1691037753
151,acarau,-2.8856,-40.12,25.08,87,15,6.3,BR,1691037753
152,mar del plata,-38.0023,-57.5575,8.3,65,0,2.06,AR,1691037465
153,porto novo,6.4965,2.6036,23.85,86,98,2.84,BJ,1691037753
154,wanning,18.8003,110.3967,30.59,71,60,7.5,CN,1691037753
155,isabela,6.7085,121.9711,33.03,61,96,1.04,PH,1691037754
156,west island,-12.1568,96.8225,24.99,73,75,7.72,CC,1691037754
157,port-cartier,50.0334,-66.8654,12.82,70,26,1.94,CA,1691037754
158,kourou,5.1552,-52.6478,23.03,90,34,3.91,GF,1691037754
159,lihue,21.9789,-159.3672,29.58,72,0,6.69,US,1691037581
160,binhe,32.6883,112.8275,33.66,57,57,2.96,CN,1691037755
161,sestroretsk,60.098,29.9638,18.35,95,100,2.41,RU,1691037733
162,yelan',50.949,43.7378,24.07,61,86,3.27,RU,1691037750
163,kapa'a,22.0752,-159.319,29.99,79,0,6.69,US,1691037755
164,keflavik,64.0049,-22.5624,11.95,87,75,3.09,IS,1691037755
165,bride,54.3826,-4.3892,13.74,91,92,7.59,IM,1691037756
166,maragogi,-9.0122,-35.2225,23.92,83,98,5.86,BR,1691037756
167,mount gambier,-37.8333,140.7667,17.74,55,67,6.29,AU,1691037756
168,el porvenir,13.7617,-87.3458,22.07,91,100,1.77,HN,1691037756
169,winona,43.9666,-91.7668,23.89,85,0,0.0,US,1691037757
170,dudinka,69.4058,86.1778,20.9,34,15,7.44,RU,1691037757
171,kashgar,39.4547,75.9797,30.56,12,0,6.0,CN,1691037757
172,chonchi,-42.6128,-73.8092,1.73,92,43,1.0,CL,1691037757
173,mount pearl,47.5166,-52.7813,16.19,93,100,5.14,CA,1691037757
174,kodiak,57.79,-152.4072,11.73,87,0,3.09,US,1691037758
175,iqaluit,63.7506,-68.5145,7.85,87,75,1.54,CA,1691037758
176,port elizabeth,-33.918,25.5701,10.16,76,0,1.54,ZA,1691037758
177,hermansverk,61.1846,6.8502,15.25,100,100,0.0,NO,1691037758
178,kalmunai,7.4167,81.8167,32.39,46,8,1.68,LK,1691037759
179,kavaratti,10.5669,72.642,28.31,78,100,7.29,IN,1691037759
180,kondagaon,19.6,81.6667,22.82,91,100,5.77,IN,1691037759
181,margaret river,-33.95,115.0667,12.37,57,90,3.71,AU,1691037759
182,srandakan,-7.9386,110.2506,27.96,65,25,5.8,ID,1691037759
183,onega,63.9061,38.1404,20.92,65,31,3.53,RU,1691037760
184,alice springs,-23.7,133.8833,26.75,22,4,6.17,AU,1691037760
185,dzilam gonzalez,21.2833,-88.9333,25.55,81,0,2.03,MX,1691037760
186,chibougamau,49.9168,-74.3659,15.79,72,100,4.63,CA,1691037477
187,holualoa,19.6228,-155.9522,22.65,93,41,1.34,US,1691037751
188,dryden,49.7833,-92.7503,19.16,88,40,2.06,CA,1691037761
189,bestobe,52.4994,73.0975,28.48,43,65,4.52,KZ,1691037761
190,sechura,-5.5569,-80.8222,21.27,77,1,5.57,PE,1691037761
191,codrington,-38.2667,141.9667,16.74,64,76,9.52,AU,1691037761
192,thunder bay,48.4001,-89.3168,20.99,77,40,3.09,CA,1691037761
193,lielvarde,56.7207,24.8074,16.9,89,99,3.02,LV,1691037762
194,hawaiian paradise park,19.5933,-154.9731,26.73,77,40,2.06,US,1691037762
195,shalkar,47.8288,59.6258,29.33,34,0,5.53,KZ,1691037762
196,canton,23.1167,113.25,34.97,37,10,1.29,CN,1691037662
197,akureyri,65.6835,-18.0878,7.96,87,100,1.54,IS,1691037762
198,khovd,48.0056,91.6419,24.87,36,14,4.05,MN,1691037763
199,aral,40.5156,81.2636,32.65,23,100,4.01,CN,1691037763
200,celestun,20.8667,-90.4,27.84,72,34,4.82,MX,1691037763
201,burang,30.25,81.1667,14.91,62,94,2.42,CN,1691037763
202,kokopo,-4.352,152.2633,28.78,69,46,3.22,PG,1691037764
203,arraial do cabo,-22.9661,-42.0278,19.74,84,0,8.77,BR,1691037531
204,puerto aysen,-45.4,-72.7,3.88,99,100,2.51,CL,1691037764
205,sihora,23.4833,80.1167,25.63,88,100,7.3,IN,1691037764
206,sur,22.5667,59.5289,34.07,50,46,1.14,OM,1691037764
207,khandyga,62.6667,135.6,21.89,46,47,0.95,RU,1691037765
208,bikenibeu village,1.3673,173.1241,30.98,70,40,2.57,KI,1691037765
209,daru,-9.0763,143.2092,26.56,74,44,6.51,PG,1691037765
210,san marcos de colon,13.4333,-86.8,19.37,92,100,1.42,HN,1691037765
211,barao de cocais,-19.9458,-43.4872,15.21,86,0,0.57,BR,1691037765
212,talnakh,69.4865,88.3972,20.67,21,16,0.89,RU,1691037766
213,dehloran,32.6941,47.2679,40.92,9,0,1.06,IR,1691037766
214,susanville,40.4163,-120.653,23.91,23,0,6.17,US,1691037766
215,thompson,55.7435,-97.8558,18.09,88,75,3.6,CA,1691037766
216,timaru,-44.4,171.25,8.93,75,96,1.79,NZ,1691037767
217,anadyr,64.75,177.4833,13.28,76,20,6.0,RU,1691037768
218,stephenville,32.2207,-98.2023,33.07,33,0,4.12,US,1691037768
219,aasiaat,68.7098,-52.8699,3.13,94,100,0.64,GL,1691037768
220,tosontsengel,48.7567,98.2839,14.23,88,100,2.0,MN,1691037768
221,bozyazi,36.1082,32.9611,29.61,57,0,0.48,TR,1691037769
222,turkmenbasy,40.0222,52.9552,28.43,51,0,8.23,TM,1691037769
223,semera,11.501,41.201,28.4,48,58,2.31,ET,1691037769
224,eyl,7.9803,49.8164,28.81,46,99,12.86,SO,1691037769
225,mejit,10.2753,170.8646,28.43,78,11,6.35,MH,1691037769
226,luebo,-5.35,21.4167,19.82,38,50,0.57,CD,1691037770
227,luderitz,-26.6481,15.1594,18.0,27,0,4.0,NA,1691037588
228,egilsstadir,65.2653,-14.3948,6.95,93,75,1.54,IS,1691037770
229,northam,51.0333,-4.2167,17.59,92,99,6.11,GB,1691037770
230,naifaru,5.4444,73.3657,27.94,74,78,3.07,MV,1691037770
231,doctor mora,21.1417,-100.3125,14.44,93,5,2.85,MX,1691037771
232,jiuquan,39.7432,98.5174,32.49,19,16,4.12,CN,1691037771
233,shingu,33.7333,135.9833,30.32,69,60,3.57,JP,1691037771
234,karratha,-20.7377,116.8463,24.84,61,100,1.58,AU,1691037496
235,laguna,38.421,-121.4238,24.19,61,0,4.63,US,1691037772
236,basco,20.4487,121.9702,27.76,87,85,16.57,PH,1691037772
237,punta arenas,-53.15,-70.9167,4.17,91,100,11.65,CL,1691037772
238,petropavlovsk-kamchatsky,53.0452,158.6483,16.33,77,75,1.0,RU,1691037772
239,guane,22.2025,-84.0875,25.91,85,77,2.36,CU,1691037772
240,ulladulla,-35.35,150.4667,22.53,40,0,3.16,AU,1691037773
241,usogorsk,63.4106,48.6872,23.3,53,51,1.94,RU,1691037773
242,tobol'sk,58.2,68.2667,18.89,89,98,3.21,RU,1691037773
243,undurkhaan,47.3194,110.6556,21.11,73,86,4.73,MN,1691037773
244,alofi,-19.0595,-169.9187,19.94,94,100,5.66,NU,1691037774
245,andovoranto,-18.95,49.1,20.97,79,97,5.88,MG,1691037774
246,rikaze,29.25,88.8833,20.23,39,69,0.61,CN,1691037774
247,kapit,2.0167,112.9333,34.98,45,41,1.85,MY,1691037775
248,mount isa,-20.7333,139.5,26.87,29,4,4.12,AU,1691037775
249,yankton,42.8711,-97.3973,25.62,88,0,1.54,US,1691037775
250,machico,32.7,-16.7667,24.35,79,40,6.17,PT,1691037775
251,caleta de carquin,-11.0925,-77.6267,18.55,81,29,3.49,PE,1691037775
252,st. john's,47.5649,-52.7093,16.66,93,100,5.14,CA,1691037774
253,pyt-yakh,60.7499,72.8582,24.33,61,29,4.0,RU,1691037776
254,xacmaz,41.4635,48.806,30.0,47,4,3.24,AZ,1691037776
255,east london,-33.0153,27.9116,15.52,44,0,5.14,ZA,1691037776
256,shagonar,51.5333,92.8,23.54,51,40,2.04,RU,1691037776
257,kloulklubed,7.0419,134.2556,28.28,72,100,1.62,PW,1691037777
258,caibarien,22.5206,-79.4669,26.62,81,3,3.72,CU,1691037777
259,sandnessjoen,66.0217,12.6316,14.29,100,75,7.2,NO,1691037777
260,newman,37.3138,-121.0208,25.19,60,2,4.0,US,1691037777
261,geraldton,-28.7667,114.6,16.23,63,40,6.17,AU,1691037777
262,pandan,14.0453,124.1694,31.86,64,100,5.43,PH,1691037778
263,hotan,37.0997,79.9269,31.32,22,90,7.84,CN,1691037778
264,arkhangel'sk,64.5401,40.5433,22.53,61,53,1.66,RU,1691037601
265,tralee,52.2704,-9.7026,13.64,91,100,7.0,IE,1691037778
266,ta`u,-14.2336,-169.5144,27.38,72,18,4.24,AS,1691037778
267,arteche,12.2645,125.4048,32.73,55,100,3.13,PH,1691037494
268,takestan,36.0696,49.6959,30.07,23,4,3.49,IR,1691037779
269,vilyuchinsk,52.9306,158.4028,17.15,81,90,1.04,RU,1691037493
270,iskateley,67.6803,53.1512,23.85,55,2,3.38,RU,1691037561
271,meybod,32.2501,54.0166,34.01,12,0,1.4,IR,1691037779
272,pakse,15.1167,105.7833,24.78,96,100,1.53,LA,1691037780
273,xilin hot,43.9667,116.0333,31.44,33,89,8.44,CN,1691037780
274,katsuren-haebaru,26.3369,127.8719,29.01,89,100,7.72,JP,1691037473
275,wynyard,-41.0,145.7167,13.69,74,69,5.1,AU,1691037780
276,chipinge,-20.1883,32.6236,8.26,81,50,1.91,ZW,1691037780
277,roswell,34.0232,-84.3616,25.88,82,0,4.12,US,1691037495
278,tadine,-21.55,167.8833,20.37,72,100,10.54,NC,1691037550
279,zhanibek,49.4167,46.85,30.37,34,100,2.29,KZ,1691037781
280,tura,25.5198,90.2201,26.43,82,100,2.87,IN,1691037313
281,doullens,50.1572,2.3402,16.45,96,100,4.41,FR,1691037781
282,ambovombe,-25.1667,46.0833,19.37,59,86,7.28,MG,1691037782
